model,method,category,subcategory,accuracy,similarity
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.21755102040816326,0.38236912239280024
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.08081632653061224,0.3284185034307567
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.3811285846438483,0.4225213692243238
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.0549645390070922,0.3576455932230719
gpt2_cleaned_embs,PairDistance,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.09468599033816426,0.38035375624895096
gpt2_cleaned_embs,PairDistance,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
gpt2_cleaned_embs,PairDistance,2_Derivational_morphology,D02 [un+adj_reg].txt,0.067816091954023,0.26050218636706723
gpt2_cleaned_embs,PairDistance,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.02854122621564482,0.31038236066147135
gpt2_cleaned_embs,PairDistance,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.017857142857142856,0.21489036083221436
gpt2_cleaned_embs,PairDistance,2_Derivational_morphology,D07 [verb+able_reg].txt,0.00909090909090909,0.2137073129415512
gpt2_cleaned_embs,PairDistance,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.012681159420289856,0.320656704051154
gpt2_cleaned_embs,PairDistance,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.05416666666666667,0.2947209912997026
gpt2_cleaned_embs,PairDistance,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.05632183908045977,0.25396061156477245
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E01 [country - capital].txt,0.37433862433862436,0.3620121661218232
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E02 [country - language].txt,0.21541501976284586,0.36177109660358603
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.013888888888888888,0.1421731859445572
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.005847953216374269,0.28132037818431854
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.016339869281045753,0.29159062504768374
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E09 [things - color].txt,0.11942959001782531,0.28120203649819786
gpt2_cleaned_embs,PairDistance,3_Encyclopedic_semantics,E10 [male - female].txt,0.06209150326797386,0.21787900399220617
gpt2_cleaned_embs,PairDistance,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.010582010582010581,0.15280773770064116
gpt2_cleaned_embs,PairDistance,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.011088709677419355,0.1971487348729914
gpt2_cleaned_embs,PairDistance,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_cleaned_embs,PairDistance,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.0,
gpt2_cleaned_embs,PairDistance,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.0,
gpt2_cleaned_embs,PairDistance,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.003952569169960474,0.1112622395157814
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.45183673469387753,0.7081596557363908
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.5480972515856237,0.7195770777294928
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.7437877257664999
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I04 [adj - superlative].txt,0.5,0.7143815755844116
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.8082482993197279,0.7795788240018862
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.5983673469387755,0.7446016650164111
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.44571428571428573,0.7310757661040449
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.7331174838112858,0.7715784816711859
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.3466312056737589,0.7339167786986017
gpt2_cleaned_unembs,3CosAdd,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.5516908212560386,0.7592564044608335
gpt2_cleaned_unembs,3CosAdd,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
gpt2_cleaned_unembs,3CosAdd,2_Derivational_morphology,D02 [un+adj_reg].txt,0.5643678160919541,0.7197816032013437
gpt2_cleaned_unembs,3CosAdd,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.3572938689217759,0.7230254039609221
gpt2_cleaned_unembs,3CosAdd,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.4642857142857143,0.6825289680407598
gpt2_cleaned_unembs,3CosAdd,2_Derivational_morphology,D07 [verb+able_reg].txt,0.19090909090909092,0.6936310331026713
gpt2_cleaned_unembs,3CosAdd,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.09601449275362318,0.6734713653348526
gpt2_cleaned_unembs,3CosAdd,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.35,0.7203248717955181
gpt2_cleaned_unembs,3CosAdd,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.47701149425287354,0.709482241825885
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E01 [country - capital].txt,0.6732804232804233,0.7843965487536372
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E02 [country - language].txt,0.07707509881422925,0.7249606480965247
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.18055555555555555,0.7067899703979492
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.18128654970760233,0.703857813150652
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.2222222222222222,0.6825936305172303
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E09 [things - color].txt,0.09090909090909091,0.6930783186473098
gpt2_cleaned_unembs,3CosAdd,3_Encyclopedic_semantics,E10 [male - female].txt,0.29411764705882354,0.7076015737321641
gpt2_cleaned_unembs,3CosAdd,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.009259259259259259,0.6493175625801086
gpt2_cleaned_unembs,3CosAdd,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.021169354838709676,0.6866892888432458
gpt2_cleaned_unembs,3CosAdd,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_cleaned_unembs,3CosAdd,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.07142857142857142,0.6428800821304321
gpt2_cleaned_unembs,3CosAdd,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.1125,0.6658261661176328
gpt2_cleaned_unembs,3CosAdd,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.1442687747035573,0.6897922550162224
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.54,0.7583990693092346
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.7954545454545454,0.7564626370157514
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.7858115881681442
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I04 [adj - superlative].txt,0.0,
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.8979591836734694,0.8347567563707178
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.74,0.7967011461386809
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.56,0.7895783207246235
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.7872340425531915,0.8399996854163505
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.375,0.8178306188848283
gpt2_cleaned_unembs,3CosAvg,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.6304347826086957,0.8354800816239982
gpt2_cleaned_unembs,3CosAvg,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
gpt2_cleaned_unembs,3CosAvg,2_Derivational_morphology,D02 [un+adj_reg].txt,0.7,0.7723798467999413
gpt2_cleaned_unembs,3CosAvg,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.5681818181818182,0.7632398056983948
gpt2_cleaned_unembs,3CosAvg,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.75,0.7215999861558279
gpt2_cleaned_unembs,3CosAvg,2_Derivational_morphology,D07 [verb+able_reg].txt,0.18181818181818182,0.750423938035965
gpt2_cleaned_unembs,3CosAvg,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.08333333333333333,0.7196552753448486
gpt2_cleaned_unembs,3CosAvg,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.4375,0.7799791097640991
gpt2_cleaned_unembs,3CosAvg,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.5666666666666667,0.7679906978326685
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E01 [country - capital].txt,0.7857142857142857,0.8421018448742953
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E02 [country - language].txt,0.30434782608695654,0.7693463904517037
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.5555555555555556,0.8312005281448365
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.3684210526315789,0.7919444612094334
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.3888888888888889,0.7719123448644366
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E06 [animal - young].txt,0.09090909090909091,0.7256782650947571
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.5,0.6865225732326508
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.3888888888888889,0.7155628204345703
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E09 [things - color].txt,0.2647058823529412,0.7610126800007291
gpt2_cleaned_unembs,3CosAvg,3_Encyclopedic_semantics,E10 [male - female].txt,0.2777777777777778,0.7830814838409423
gpt2_cleaned_unembs,3CosAvg,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.03571428571428571,0.6817868947982788
gpt2_cleaned_unembs,3CosAvg,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.0,
gpt2_cleaned_unembs,3CosAvg,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_cleaned_unembs,3CosAvg,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.125,0.642244815826416
gpt2_cleaned_unembs,3CosAvg,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.1875,0.7241583466529846
gpt2_cleaned_unembs,3CosAvg,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.2608695652173913,0.7359563112258911
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.3,0.7650208115577698
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.4090909090909091,0.7558011611302694
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I03 [adj - comparative].txt,0.25,0.6634655594825745
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I04 [adj - superlative].txt,0.0,
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.3469387755102041,0.828834288260516
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.18,0.7612719668282403
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.1,0.7433183789253235
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.06382978723404255,0.7572724024454752
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.10416666666666667,0.7820230722427368
gpt2_cleaned_unembs,OnlyB,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.2826086956521739,0.813303658595452
gpt2_cleaned_unembs,OnlyB,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
gpt2_cleaned_unembs,OnlyB,2_Derivational_morphology,D02 [un+adj_reg].txt,0.3333333333333333,0.7794587969779968
gpt2_cleaned_unembs,OnlyB,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.18181818181818182,0.7898167595267296
gpt2_cleaned_unembs,OnlyB,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.0,
gpt2_cleaned_unembs,OnlyB,2_Derivational_morphology,D07 [verb+able_reg].txt,0.0,
gpt2_cleaned_unembs,OnlyB,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.041666666666666664,0.7293654084205627
gpt2_cleaned_unembs,OnlyB,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.0,
gpt2_cleaned_unembs,OnlyB,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.16666666666666666,0.7311864018440246
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E01 [country - capital].txt,0.6071428571428571,0.8007560828152824
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E02 [country - language].txt,0.0,
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.0,
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.0,
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.0,
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E09 [things - color].txt,0.0,
gpt2_cleaned_unembs,OnlyB,3_Encyclopedic_semantics,E10 [male - female].txt,0.16666666666666666,0.8180774847666422
gpt2_cleaned_unembs,OnlyB,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.0,
gpt2_cleaned_unembs,OnlyB,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.0,
gpt2_cleaned_unembs,OnlyB,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_cleaned_unembs,OnlyB,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.0,
gpt2_cleaned_unembs,OnlyB,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.1875,0.7269255916277567
gpt2_cleaned_unembs,OnlyB,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.2608695652173913,0.7446642716725668
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.04040816326530612,0.29492925242944196
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.07346723044397463,0.3687242341341732
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I03 [adj - comparative].txt,0.6666666666666666,0.4587424769997597
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I04 [adj - superlative].txt,0.5,0.3059787452220917
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.36394557823129253,0.44262128654066646
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.20244897959183675,0.4200154961417279
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.09673469387755101,0.3720388875857687
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.3700277520814061,0.4841620668768883
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.06693262411347518,0.4127534257852479
gpt2_cleaned_unembs,PairDistance,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.15217391304347827,0.4538019470279179
gpt2_cleaned_unembs,PairDistance,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
gpt2_cleaned_unembs,PairDistance,2_Derivational_morphology,D02 [un+adj_reg].txt,0.07586206896551724,0.2740819917032213
gpt2_cleaned_unembs,PairDistance,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.04915433403805497,0.3435181209477045
gpt2_cleaned_unembs,PairDistance,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.05357142857142857,0.3304720421632131
gpt2_cleaned_unembs,PairDistance,2_Derivational_morphology,D07 [verb+able_reg].txt,0.045454545454545456,0.2321084260940552
gpt2_cleaned_unembs,PairDistance,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.018115942028985508,0.3003742605447769
gpt2_cleaned_unembs,PairDistance,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.09583333333333334,0.3609173582947772
gpt2_cleaned_unembs,PairDistance,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.0896551724137931,0.3013166847328345
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E01 [country - capital].txt,0.36243386243386244,0.3868988175352995
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E02 [country - language].txt,0.09486166007905138,0.3541150552531083
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.013888888888888888,0.16063638031482697
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.038011695906432746,0.35861860788785493
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.0457516339869281,0.3002352182354246
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E09 [things - color].txt,0.07219251336898395,0.2885355426021564
gpt2_cleaned_unembs,PairDistance,3_Encyclopedic_semantics,E10 [male - female].txt,0.05555555555555555,0.22240403995794408
gpt2_cleaned_unembs,PairDistance,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.011904761904761904,0.2325760374466578
gpt2_cleaned_unembs,PairDistance,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.010080645161290322,0.21576348543167115
gpt2_cleaned_unembs,PairDistance,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_cleaned_unembs,PairDistance,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.0,
gpt2_cleaned_unembs,PairDistance,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.0,
gpt2_cleaned_unembs,PairDistance,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.007905138339920948,0.2506791017949581
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.8293877551020408,0.7576417995132799
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.7621564482029598,0.769860631549904
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.8237136254707972
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.7901092171669006
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.8767006802721088,0.8377363993113303
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.6820408163265306,0.7962483318889305
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.3628571428571429,0.7788430427539469
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.7876965772432932,0.8221208607177488
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.2575354609929078,0.7696103575717972
gpt2_raw_embs,3CosAdd,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.4676328502415459,0.806475268415183
gpt2_raw_embs,3CosAdd,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
gpt2_raw_embs,3CosAdd,2_Derivational_morphology,D02 [un+adj_reg].txt,0.5827586206896552,0.7591498296641739
gpt2_raw_embs,3CosAdd,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.4090909090909091,0.755713680840894
gpt2_raw_embs,3CosAdd,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.75,0.7457879214059739
gpt2_raw_embs,3CosAdd,2_Derivational_morphology,D07 [verb+able_reg].txt,0.2545454545454545,0.7493164113589695
gpt2_raw_embs,3CosAdd,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.11594202898550725,0.7417915631085634
gpt2_raw_embs,3CosAdd,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.20833333333333334,0.7809725868701934
gpt2_raw_embs,3CosAdd,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.2850574712643678,0.7702431291822465
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E01 [country - capital].txt,0.9126984126984127,0.8199312518472257
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E02 [country - language].txt,0.17193675889328064,0.749241092424283
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.2222222222222222,0.7486494220793247
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.05847953216374269,0.735481134057045
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.24509803921568626,0.744841730594635
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E06 [animal - young].txt,0.0,
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.0,
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.0,
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E09 [things - color].txt,0.10784313725490197,0.6894843346816449
gpt2_raw_embs,3CosAdd,3_Encyclopedic_semantics,E10 [male - female].txt,0.4117647058823529,0.7755089170402951
gpt2_raw_embs,3CosAdd,4_Lexicographic_semantics,L04 [meronyms - substance].txt,0.015873015873015872,0.7077122181653976
gpt2_raw_embs,3CosAdd,4_Lexicographic_semantics,L05 [meronyms - member].txt,0.02721774193548387,0.7302545772658454
gpt2_raw_embs,3CosAdd,4_Lexicographic_semantics,L06 [meronyms - part].txt,0.0,
gpt2_raw_embs,3CosAdd,4_Lexicographic_semantics,L07 [synonyms - intensity].txt,0.10714285714285714,0.7022189597288767
gpt2_raw_embs,3CosAdd,4_Lexicographic_semantics,L08 [synonyms - exact].txt,0.20833333333333334,0.7522269308567047
gpt2_raw_embs,3CosAdd,4_Lexicographic_semantics,L10 [antonyms - binary].txt,0.24703557312252963,0.7490894727706909
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I01 [noun - plural_reg].txt,0.94,0.8240013820059756
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I02 [noun - plural_irreg].txt,0.9090909090909091,0.8277967616915702
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I03 [adj - comparative].txt,1.0,0.8604055643081665
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I04 [adj - superlative].txt,1.0,0.7901092171669006
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I05 [verb_inf - 3pSg].txt,0.9183673469387755,0.8941063377592299
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I06 [verb_inf - Ving].txt,0.74,0.8598967710056821
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I07 [verb_inf - Ved].txt,0.44,0.847720127214085
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I08 [verb_Ving - 3pSg].txt,0.851063829787234,0.8833519533276558
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I09 [verb_Ving - Ved].txt,0.2916666666666667,0.8442493506840297
gpt2_raw_embs,3CosAvg,1_Inflectional_morphology,I10 [verb_3pSg - Ved].txt,0.5217391304347826,0.8818359300494194
gpt2_raw_embs,3CosAvg,2_Derivational_morphology,D01 [noun+less_reg].txt,0.0,
gpt2_raw_embs,3CosAvg,2_Derivational_morphology,D02 [un+adj_reg].txt,0.6,0.8370805713865492
gpt2_raw_embs,3CosAvg,2_Derivational_morphology,D03 [adj+ly_reg].txt,0.6136363636363636,0.8184799883100722
gpt2_raw_embs,3CosAvg,2_Derivational_morphology,D05 [adj+ness_reg].txt,0.875,0.8031353184155056
gpt2_raw_embs,3CosAvg,2_Derivational_morphology,D07 [verb+able_reg].txt,0.2727272727272727,0.8148704965909322
gpt2_raw_embs,3CosAvg,2_Derivational_morphology,D08 [verb+er_irreg].txt,0.125,0.8209078510602316
gpt2_raw_embs,3CosAvg,2_Derivational_morphology,D09 [verb+tion_irreg].txt,0.1875,0.8470054467519125
gpt2_raw_embs,3CosAvg,2_Derivational_morphology,D10 [verb+ment_irreg].txt,0.26666666666666666,0.8286436051130295
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E01 [country - capital].txt,0.9642857142857143,0.8777806096606784
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E02 [country - language].txt,0.34782608695652173,0.8304780498147011
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E03 [UK_city - county].txt,0.5555555555555556,0.8443015336990356
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E04 [name - nationality].txt,0.3157894736842105,0.8028172254562378
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E05 [name - occupation].txt,0.3888888888888889,0.8371071134294782
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E06 [animal - young].txt,0.18181818181818182,0.729502260684967
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E07 [animal - sound].txt,0.25,0.7513602375984192
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E08 [animal - shelter].txt,0.3888888888888889,0.7513776336397443
gpt2_raw_embs,3CosAvg,3_Encyclopedic_semantics,E09 [things - color].txt,0.35294117647058826,0.7750411927700043
